reviewer_name,rating,date,review_text,wisata,visit_time
Bhasma Vrishaba,5,1 tahun lalu,"Tempat rekreasi keluarga yang sangat informatif dan menghibur, harga tiket saat weekend Rp. 100.000 sudah bisa sepuasnya menjelajah wahana, diluar wahana khusus.",Museum Angkut,Akhir pekan
Ita Apriorita,5,1 tahun lalu,"Keren banget mobil-mobil antiknya, semua nya masih bisa dikendarain dan sering digunakan untuk show, area nya sangat Luas, ada mushola, dan toilet nya, ada ruangan uji coba setir mobil balap, untuk anak2 juga ada uji lintas mobil polisi, rekomended pokoknya, utk tempat makan juga disediakan pasar apung dg tiket masuk 120rb sudah dpt voucher makan di pasar apung",Museum Angkut,Akhir pekan
Sulizlovable Fe,5,2 tahun lalu,"Buat yang belum pernah main ke Museum Angkut. Kuy, lah, jangan ragu-ragu, karena di sini bukan hanya ada mobil tua, tapi kamu bisa belajar banyak hal.",Museum Angkut,Hari biasa
Ika Prosecutor,5,1 minggu lalu,"Sudah beberapa kali kesini, gak ada bosan2nya. 🥰",Museum Angkut,Akhir pekan
Adissti Annisa,5,1 tahun lalu,Buat pecinta mobil apalagi mobil Klasik cocok banget datang kesini. Super rekomen! Datangnya dari jam Buka ya karena luas dan banyaaak bgt yg diliat. Apalagi kalau sore ada atraksi mobil yg sayang banget kalo dilewatin.,Museum Angkut,Hari biasa
Putri Aza,5,1 tahun lalu,"It's a kinda place that we can having fun with kiddos,",Museum Angkut,Akhir pekan
Debbi Putri,5,1 tahun lalu,Tiket masuk seharga 100rbu di weekend Tapi gak rugi sih Luas banget tempat nya Sampe capek banget kelilingin nya Salah satu tempat di batu yg harus di kunjungin,Museum Angkut,Akhir pekan
Prasesty Puspita,5,11 bulan lalu,"Banyak kendaraan yg keren2, jadul, mewah, dan banyak spot disni. Harga masuk 120k dan luas bgt. Menurutku worth it dg harganya",Museum Angkut,Hari biasa
Samaraa.,5,1 tahun lalu,"SOO HAPPYYY, tempatnyaa luass, koleksi mobilnya jugaa banyakk, adaa replika pesawat presiden juga. apalagi bagian bangunan/suasana london, uk, beneran kayaa disanaa WKWKWK. tapi dibeberapa tempatnya ada yg kotor. overall masihh baguss dann kerenn 😍😍😍🤩🤩",Museum Angkut,Akhir pekan
Rini Andini,5,1 tahun lalu,Jumat sudah masuk weekend ternyata bayar 120k untuk weekday 100k. Disarankan datang sorean krna ada pertunjukan men on fire di jam 15.00 dan costume hero di jam 17.00. Jadi merasa puas dg harga segitu tidak hanya liat barang antik saja tp juga pertunjukanya..Amaze dengan koleksi koleksi mobil antiknya yang sebagian besar masih bisa beroperasi.,Museum Angkut,Akhir pekan
Ari Anggriawan,5,1 tahun lalu,"Tempat liburan utk keluarga. Cm tidak cocok utk anak dibawah 7th. Krn harus bayar full & tidak bs menikmati wahana. Harga weekdays 100k/orang weeknd 170k/orang. Utk anak"" dgn tinggi diatas 90cm bayar penuh. Tersedia tiket terusan. Utk biaya kisaran 150-170K/ orang. Krn biasanya dpt potongan apabila berkunjung saat hari besar/libur nasional. Tiket sdh termasuk main wahana tapi ada bbrp wahana yg masih harus bayar lagi dgn harga 10-20K. Suasananya enak, adem.. Tidak boleh bawa makanan/minuman dr luar. Tp bs diakali dibawa pakai tas ransel krn ngga diperiksa tasnya. Cm klo nenteng tas kecil isi makanan/minum ngga boleh dibawa masuk. Over all lumayan utk liburan bareng keluarga yg ingin minikmati wahana"" Seru di jatimpark 1. Krn kebanyakan isinya cm wahana"" Permainan utk dewasa & bbrp wahana utk anak""..",Museum Angkut,Hari libur nasional
Sandrine JB,5,2 tahun lalu,"Tempat yang cantik dan besar. Butuh persiapan tenaga ekstra dan waktu yang lama kalau ingin benar-benar melihat dan memperhatikan semua koleksinya. Waktu itu kita datang sudah agak sore dan cuaca juga hujan. Bersyukur kita masih bisa menikmati pertunjukan livenya. Salutnya walaupun hujan parade kostumnya tetap berjalan, para crewnya tetap menari dibawah guyuran hujan. Profesional dan cantik juga dilihat. Tapi kalau aku siyh ya lihat dari pinggir dan berteduh saja. Ohya tiketnya waktu itu bundling dengan Jatim Park 1 untuk hari yang sama tapi ya karena kita sudah kesorean jadi ga mungkin ke Jatim Park 1 lagi. Harusnya kita cari tahu dulu sebelumnya tapi namanya juga trip dadakan tanpa Itinerary. Rabu, 28 Desember 2022 (15.00-18.00 WIB)",Museum Angkut,Hari biasa
Tege Santoso,4,1 tahun lalu,Pertama kali tapi liat dari luar ke 3x yak e Ya begitu museum Pokoke malu masuk bayare urusane EO Selamat wisata soale no siji pas ke malam yang tak cari bakso jd ya wisata bakso haha,Museum Angkut,Akhir pekan
Maya Kurnia,5,1 tahun lalu,"Kesini saat sore hari & hujan.. dan aman aja tetep bisa jalan-jalan karena indoor, walapun ada beberapa yg outdoor juga. Di dalam museum banyak koleksi kendaraan jadul dan sangat terawat. Tiap weekend ada pertunjukan yang menarik. Musholanya bersih nyaman",Museum Angkut,Akhir pekan
Mona A. Yuwono,5,2 tahun lalu,"Harus ke sini kalau main ke Malang! Letaknya di Kota Batu, agak menjauh dari Kota Malang. Masuk parkir mobil Rp 10.000 (weekday) Biaya tiket per orang Rp 100.000 (weekday) Biaya kamera Rp 30.000 Seru banget bawa anak-anak ke sini, bisa main sekaligus belajar sejarah dan suasana. Enak ke sini sore hari, jam 4an. Biar dapet suasana terang dan gelap. Kalau malam, bisa liat lampu lampu nyala. Seneng banget deh...",Museum Angkut,Hari biasa
Fajri Hadi Noviantoro,4,1 minggu lalu,"Koleksi banyak, tempat cukup luas, ada nuansa² beberapa negara",Museum Angkut,Hari biasa
Viqi Al Wahyuddin,5,1 tahun lalu,Kebetulan waktu kesini tidak masuk ke museum angkutnya tapi ke pasar apungnya. Harga tiket masuknya gratis hanya membayar parkir 5k untuk motor. Suasananya bagus apalagi waktu sore menjelang malam. Banyak tenant jualan makanan sampai oleh2 khas malang. Bisa juga menikmati naik kapal mini 20ka per orang,Museum Angkut,Hari biasa
Lisa Angriani,5,2 tahun lalu,"Tempatnya sangat luas dengan berbagai fasilitas yang disediakan, mulai dari area parkir, mushalah, Toilet, hingga area foodcourt dengan berbagai varian masakan dari berbagai negara yang tersedia di area pasar Apung.",Museum Angkut,Hari biasa
jamban bau,5,2 tahun lalu,"Koleksinya cukup banyak dan konon katanya sebagian besar mobil disini masih bisa dijalankan yang mana artinya mobil disini terawat dengan baik tidak sekedar dijadikan pajangan saja. Untuk penataan koleksinya juga cukup rapih tidak sekedar dijejer begitu saja, ada yg diurutkan dari tahunnya ada juga yang disusun dari negara asalnya. Disini juga tiap sore ada atraksi mobil seperti drifting dll jadi tidak sekedar mueseum saja.",Museum Angkut,Akhir pekan
Yudha Adhitya,5,1 tahun lalu,"Museum yang sangat menarik. Mengusung tema alat transportasi. Koleksi di dominasi dengan mobil mobil klasik. Rute nya panjang, dengan berbagai tema yang berbeda di setiap bagian. Terdapat show 4x sehari yang menambah keseruan. Tempat makan nya juga banyak dan beragam. Mushola nya luas dan bersih. Tempat yang wajib di kunjungi jika berwisata ke Batu Malang. Worth it dengan harga tiket nya.",Museum Angkut,Hari libur nasional
Berto Yulianto,5,3 bulan lalu,Tempatnya luas dan isinya sangat lengkap. Very recommended untuk penggemar angkutan.,Museum Angkut,Hari libur nasional
Pak Jemono,5,1 minggu lalu,"Menyenangkan,bisa lihat berbagai mobil koleksi terdahulu sampai sekarang.",Museum Angkut,Akhir pekan
Natan Haryo Prahastomo (Natan),5,1 tahun lalu,"Tempat ini menurutku bagus dan waktu sore ada kayak karnaval mobil mobil lama. Disini juga dapat belajar sejarah mobil mobil lama selain mobil ada juga pesawat serta helikopter. Cocok menjadi tempat wisata di daerah Batu, Malang.",Museum Angkut,Hari libur nasional
Yayan Henri Danisukmara,5,1 tahun lalu,"Koleksi berbagai kendaraan dari tahun tahun lama, baik roda dua maupun roda empat. Dan berbagai suasana tempo doeloe di berbagai tempat, baik di tanah air maupun di luar negeri. Puas dengan harga tiket yang ditetapkan bisa menyaksikan dan berinteraksi dengan berbagai angkutan.",Museum Angkut,Hari biasa
Virqotin Najiyah,5,1 tahun lalu,Sayang banget gak bisa liat atraksi nya karena keburu pulang 😭 Pan kapan balik lagi ahh,Museum Angkut,Akhir pekan
Kevin Sudrajat,5,1 minggu lalu,"Clearly best museum in town, tempatnya luas sekali sampai 3 jam muter belum sempet visit semua lokasi. Jika anda hendak kemari harap siapkan kondisi badan yang fit.",Museum Angkut,Hari biasa
retno yuni,5,1 tahun lalu,"Tempat sangat menarik dan keren. Jalur yang harus dilewati sangat panjang, shg mudah lelah dan kehausan. Harga makanan relatif mahal, voucher gratis jadi tidak terasa. Makanan juga kurang enak.",Museum Angkut,Hari biasa
Lisaria Anjelina,5,2 bulan lalu,"Museum angkut yang berlokasi di JL terusan sultan agung no.2 ngaglik, batu - malang jam operasi siang jam 12 an sampai malam jam . Musium angkut menampilkan kendaraan roda2,roda 3 dan roda 4 yang unik, di samping itu banyak karakter film luar negeri yang bagus dan unik. Dan juga Ada pertunjukan di jam2 tertentu… di dalam area museum juga tersedia outlet makanan dan minuman. Kalo kesini ma gak bakal bosen karena menurut saya tempat ini sangat bagus dan menyenangkan.",Museum Angkut,Hari biasa
gibran alexi,5,5 bulan lalu,Bagus banget berbagai macam kendaraan ter sedia,Museum Angkut,Akhir pekan
Dwi Wicaksono,5,2 tahun lalu,"Lokasi, sangat mudah terjangkau. Koleksi kendaraan lumayan banyak. Sayang, beberapa peraga elektronik banyak yg tidak berfungsi. Harga tiket Rp. 100.000/orang, anak 5 tahun ke atas dihitung dewasa. Ada atraksi pertunjukan yg acaranya berbeda setiap waktu tertentu. Recommended sekali utk penyuka kendaraan & anak-anak.",Museum Angkut,Hari biasa
Latifah Aulia,5,1 tahun lalu,"Speechless saking wownya First time bawa kiddos kesini, koleksinya luar biasa, keren, cuakeep, wlw track nya lumayan Pokoknya happy",Museum Angkut,Hari biasa
mega savithri,5,2 tahun lalu,"Salah satu Pilihan wisata keluarga yg oke bgt. 1. Tempat luas , gak cukup sehari buat keliling. 3. koleksi barangnya apik dan terawat, lengkap , dari jaman dulu sampai kendaraan modern. 4.gak hanya memamerkan berbagai macam kendaraan lama, tapi juga suasanany. 5. Tersedia toilet dan mushola bersih 6.gak perlu takut kelaparan dan kehausan, ada stan kecil di bagian dalam - waktu saya berkunjuhlg ada dua meja yg menjual makanan/minuman",Museum Angkut,Hari biasa
Nika Cha Family's,5,1 tahun lalu,"My first visit. Museum ini sangat di rekomendasikan untuk wawasan lebih dalam lagi. Terutama cars lovers. Di sini kalian akan menjumpai berbagai macam kendaraan from oldest and newest. Hi guys, apakah mobil favorite kalian ?, silahkan cari di sini dan kalian bisa berphoto untuk mengabadikaya.",Museum Angkut,Hari biasa
Maulana Andita,5,2 tahun lalu,"Juga ada warung apung, kita bisa naik perahu kecil dan mengelilingi area ini, perahunya unik karena digerakkan dengan tenaga listrik buka mesin konvensional..",Museum Angkut,Hari biasa
Rut Noviyanti,5,1 tahun lalu,"Awesome place! keren sih tempatnya, pas kesini lagi ada acara jadi cukup rame tapi ga serame pikiran yang kusut ~ Overall, awesome lah!!",Museum Angkut,Hari biasa
Dwi Lestari,5,1 bulan lalu,"Tempat wisata edukasi transportasi yang tempatnya luas dan banyak sekali koleksi kendaraan2 diberbagai dunia, tentunya anak2 sangat senang sekali berwisata kesini. Dan staff2 nya juga sangat ramah2.",Museum Angkut,Akhir pekan
Desuk Gede,5,1 tahun lalu,"Mantap, koleksinya banyak dan terawat, sangat memanjakan mata melihat mobil2 jadul dan keren di jamannya",Museum Angkut,Hari biasa
Dini_ DinkesBeltim,5,2 tahun lalu,"Secara umum sangat baik dan menarik,bs menambah wawasan sejarah alat transportasi baik darat,laut dan udara Tersedia juga tempat kuliner yg disebut sebagai pasar apung yg menyajikan beberapa makanan khas Nusantara",Museum Angkut,Hari biasa
Qurrotu A'yun,5,1 tahun lalu,"Paket tiket bundling jatim Park 1,museum angkut bukanya siang jam 11,atraksi ada di jam 3 an, cocoklah ini, dtg2 ke museums angkut lgsg nonton atraksi, mantap, koleksinya byk bgt, bagus2, kerenlah",Museum Angkut,Hari libur nasional
senny rubiana,5,2 tahun lalu,"Tempat yg sangat menarik dan keren bisa mengenal banyak alat transportasi bukan hanya melihat dari luar tp dari dalamnya juga.Dan di area makan ada spot jaman perang suasananya membawa kita ke zaman itu, mencekam . Kalo ke Batu , Malang harus mampir ke Museum Angkut 👍👍",Museum Angkut,Hari libur nasional
meilly lim,5,2 tahun lalu,"Harga tiket masuk 170rb karena sekalian tiket terusan Jatim Park 1. Jalan dan dari jam 10 pagi sampai jam 6 sore tapi tetap tidak selesai menyusuri seluruh area wisata ini 😅 karena sudah kesorean, dan anak-anak sudah lelah, jadinya banyak tempat yg diskip. Museum angkut tutup jam 8 malam. Selain buanyaaaaak mobil antik yg terawat, ada miniatur kendaraan lain juga seperti kapal dan pesawat. Tidak hanya kendaraan, di museum angkut juga ada pasar apung tematik yang menjual makanan dari berbagai negara misalnya timur Tengah, Jepang, Korea dan tradisional Indonesia (tapi saya tidak sempat coba makanannya). Di sini juga bisa mencoba simulatot pembalap F1 dan pesawat terbang harganya kalau tidak salah masing-masing sekitar 20rb untuk mencoba kedua simulator tersebut.",Museum Angkut,Tidak diketahui
Aulia Febrian,4,1 minggu lalu,"Masih menyenangkan untuk liburan bersama keluarga, akan lebih baik lg jika dilakukan update wahana atau layout",Museum Angkut,Akhir pekan
aprilia wulandari,5,2 tahun lalu,"Keren pokok nya Musium Angkut ini harus masuk dlm list liburan kalian Selamat bersenang senang ,😊",Museum Angkut,Akhir pekan
Nicko Limanta,4,2 tahun lalu,"Interesting place.. menceritakan sejarah2, mobil2 kuno, motor2, sepeda, kereta api, superheroes juga ada, aircarft, dll. Terbagi 2 lokasi, pasar apong yg mirip2 floating market lembang / ah-poong sentul dan museum angkutnya sendiri Makanan di pasar apung murah. Rasa ya standard.",Museum Angkut,Hari biasa
Putri Bimantika,5,3 tahun lalu,"Museum yang unik dan menarik di setiap zona mempunyai keunikan tersendiri dan setiap zona jangan sampai dilewatkan, memiliki banyak koleksi kendaraan.. sepeda antik, kendaraan roda dua maupun roda empat seperti mobil dan tank, menyediakan berbagai macam makanan khas daerah, menyediakan berbagai macam jajanan dan minuman. Tersedia tempat duduk , menjual oleh2, mushola, toilet, tempat parkir.",Museum Angkut,Hari biasa
Bambang Permadi,5,2 tahun lalu,"Museum yang luas. Perlu waktu seharian kalau kepingin puas menjelajahi. Aneka macam mobil dan sepeda motor terpajang disini. Info dari karyawan disana hampir seluruhnya dalam kondisi lengkap (mesin, accesories) dan juga dapat dihidupkan mesinnya. Tidak hanya mobil dan sepeda motor, semua moda angkut ada disini. Termasuk pesawat kepesidenan dan kereta api. Bagi yang berminat mencoba sensasi mengemudikan mobil Ferrari F1 tersedia simulator dengan membayar 25 ribu rupiah (Oct 2022). Konsep tematik per area sangat menyenangkan. Pada jam tertentu ada pertunjukan Drifting. Saat itu 3 unit mobil turun. Jarang ditemui di tempat wisata lain.",Museum Angkut,Akhir pekan
Renardi Aryo,4,2 tahun lalu,Cocok untuk penggemar Otomotif . Akses masuk dari jalan utama agak jauh. Jangan lupa bawa payung dan kamera. Bila beruntung ada beberapa mobil yang dinyalakan kita bisa ikut berputar. Untuk show start jam 3 sampai jam 5 (2 sesi). Harus ditingkatkan kebersihan dan property yg mendukung tema nya. Jangan lupa bawa Payung 👍,Museum Angkut,Akhir pekan
atikah humairoh,5,7 bulan lalu,Tempat nya luas sekali Banyak tempat tempat yang buat anak anak happy..,Museum Angkut,Akhir pekan
Wilda Febiani,5,3 tahun lalu,"Museum Transportasi terlengkap di Indonesia. Biaya masuk nya 110.000 / orang Bawa kamera 30.000 Karena ke museum angkut udah yg ke sekian kalinya, jdi cuma nunggu keluarga yg lagi menikmati museum angkut di pasar apung. Masuk pasar apung gratis yaa, terus ada galeri yg bisa di kunjungi tanpa di pungut biaya alias gratis. Di pasar apung kita bisa naik perahu 20.000 / orang. Tersedia musholla & toilet yg nyaman. Kalau capek habis keliling di museum angkut, bisa pijat di pasar apung 1 jam 90.000.",Museum Angkut,Hari biasa
DIKASAE,5,1 tahun lalu,"Tempat wisata untuk mengenalkan berbagai jenis angkutan dari tenaga manusia,hewan, mesin,hingga angkutan ke luar angkasa. Tempatnya cukup luas, bersih, dan hampir semua koleksinya terawat. Ada atraksi nya di jam2 sore.",Museum Angkut,Akhir pekan
Azis Febriant,3,6 bulan lalu,Tiket mahal tidak sebanding dengan yg didapatkan Ibarat kita kesana bayar tiket cuma lihat mobil pameran Selain itu gak ada kesan yg lain,Museum Angkut,Akhir pekan
meea kamalia,5,1 tahun lalu,"Ter the best sih ini. Ga bosen kesini. Wisata wajib di kota Batu. Karyawannya ramah, tempatmya bersih. Tp siap² pegel kaki doalnya luaas bgt dgan berbagai tema lokasi 🫰. Tikwt juga bsa beli online.",Museum Angkut,Hari libur nasional
Deont Kurnia,5,1 tahun lalu,"Perjalanan yang seruuu .. aku pikir musium nya kecil ,, ternyata seluas dan semenarik itu.. Cocok untuk bawa anak kecil kesini, banyak permainan yang bisa menambah wawasan juga.",Museum Angkut,Hari libur nasional
Yusnita Aprilia,5,1 tahun lalu,"Walaupun hari kerja tapi karena di weekdays,jadi tidak terlalu ramai. Tidak ada antrian pembelian tiket maupun antrian masuk. Lingkungannya dijaga bersih. Semoga pengunjungnya juga beratitude baik ikut menjaga kebersihan, karena sudah disediakan banyak tempat sampah, toilet pun bersih. Mushola bersih dan nyaman.",Museum Angkut,Hari biasa
Jalila Mizie,5,2 tahun lalu,"takjub sama koleksi mobil n motor nya,,tiket masuk 100rb,sesuai dgn koleksi nya,kan butuh perawatan.,dekorasi interiornya keren,ada niniatur negara2 gitu,bersih,staf ramah ..rekomended buat pecinta mobil antik..",Museum Angkut,Hari biasa
